ID,Steps
37,"add the chopped tomatoes, parmesan rind and the basil stalks."
37,"bring to a simmer, reduce the heat and cook for 15-20 mins until reduced."
37,season with salt and pepper and set aside.
37,"to make the pesto aioli, combine the fresh pesto, mayonnaise and grate in the remaining garlic clove."
37,season with salt and mix to combine.
37,now for the chicken.
37,"butterfly each breast, cover with a sheet of baking parchment and bash with a pan until you have an even thickness."
37,"now pop your flour, eggs and breadcrumbs in 3 separate bowls."
37,season the flour with salt and pepper.
37,"beat the egg and season that, too."
37,"pass each breast through the flour, dusting off any excess and place it into the egg."
37,allow any excess to run off before coating it in the breadcrumbs.
37,reserve on a tray and repeat with the remaining chicken.
37,preheat the grill to medium-high (200c).
37,cover the bottom of a frying pan with oil and set over a medium heat.
37,"once hot, lay your first chicken breast down and cook until golden brown and crispy."
37,"flip it over, give it a baste and cook until the whole thing is golden, brown and the chicken is cooked through."
37,pop onto a tray and repeat with the remaining chicken.
37,"once the chicken is cooked off, top each with a spoon of tomato sauce, a few slices of mozzarella and heaps of parmesan cheese."
37,pop it under the grill until the mozz is melty and the parmesan is starting to caramelise.
37,"meanwhile, toast your buns."
37,"to assemble, add another spoon of tomato sauce to the bottom bun."
37,top with the chicken and a few basil leaves.
37,chuck a big spoon of pesto aioli on the top bun and smash it on top.
37,"give it a squish, and get stuck in."
38,cook the bucatini in boiling salted water until al dente.
38,"meanwhile, fry the pancetta until golden brown, set aside."
38,dice the mozzarella and add to a large bowl.
38,"to the same bowl, add the eggs, cooked pancetta, parmesan, a pinch of salt and a teaspoon of black pepper."
38,mix well.
38,"once the pasta has cooked, drain and add it to the bowl and mix well."
38,"set a frying pan over a medium heat, add a splash of olive oil."
38,add the pasta and flatten with a spatula.
38,fry for about 5 mins (left gently to check).
38,great served hot with a pile of crunchy fresh salad.
38,enjoy!
39,heat your oven to 200c.
39,"add your potatoes to a baking tray, then rub with salt and olive oil."
39,"stab each potato with a fork, then bake for 1 hour."
39,"meanwhile, make your sauce."
39,start by finely slicing your garlic.
39,heat a saute pan over a medium heat.
39,add your garlic and cook very gently for 2 mins.
39,"tip in your chopped tomatoes, then simmer for 30 mins until reduced."
39,"add your tofu and rose harissa to the tomato sauce, then whizz to a smooth sauce with a stick blender."
39,"when your potatoes are cool enough to handle, cut them in half."
39,scoop out the flesh and set the skins aside.
39,you can use them to make loaded potato skins if you fancy saving on food waste.
39,push your potato flesh through a potato ricer or a fine sieve set over a bowl.
39,"add your flour and a generous pinch of salt, then mix to combine."
39,turn your dough out onto a surface and briefly knead until smooth.
39,divide your dough into 2 evenly sized pieces.
39,roll each piece of dough with your hands until it forms a sausage shape about 1 inch wide.
39,cut into 1/2 inch wide pieces.
39,bring a large pot of salted water to a boil.
39,"cook until the gnocchi float to top, then cook for a further 30 seconds and remove from the water."
39,add your miso paste to your tomato sauce.
39,"add the zest of your lemon, and the juice of half of it."
39,season to taste with salt and pepper.
39,"add a splash of pasta water to your sauce, along with your gnocchi."
39,"gently toss to coat, trying your best not to break up the gnocchi."
39,"spoon onto plates, and top with a drizzle of olive oil, basil leaves and a crack of black pepper."
39,serve and enjoy.
40,"lightly toast your bread, and then spread with a generous amount of the greek yogurt."
40,"meanwhile, warm 100ml of olive oil in a non-stick pan and fry the eggs."
40,"season with salt and once they are almost cooked, add the zaatar and chilli to the oil."
40,"spoon the fragrant oil over the eggs to cook the top, then pop them onto the toast and add another drizzle of the oil."
40,finely chop some mint and sprinkle over the top.
41,"add the ricotta, chilli flakes, 1 tbsp of the oregano, a large pinch of salt, and a splash of olive oil into a bowl."
41,mix well until combined.
41,spoon the mix into either a squeezy bottle with a nozzle or a piping bag.
41,"pipe the mix into each olive, filling the gap where the stone has been removed."
41,set aside.
41,add a tbsp of the remaining oregano and a pinch of salt to both the flour and the breadcrumbs and mix well.
41,crack the eggs into a bowl and whisk.
41,"now take each olive and toss in the flour, then dip into the egg mix and finally toss in the breadcrumbs until well coated."
41,"repeat the process, dipping into the eggs and then again into the breadcrumbs."
41,set the olives aside onto a plate.
41,place a large pan over a medium high heat and add the vegetable oil.
41,"heat until the oil reaches about 180c (you can test by dipping the edge of an olive into the oil, if it bubbles and sizzles then its ready)."
41,"add the olive to the oil and fry for about 4 mins until golden and crispy, then remove onto a plate lined with kitchen paper, sprinkle with salt and leave to cool for a minute before eating."
41,serve with a cold beer!
42,preheat the oven to 180c.
42,finely chop the parsley and add 1 tbsp into a bowl.
42,grate garlic into the bowl and add a glug of oil with a big pinch of salt.
42,mix this together and toss this with the mushrooms.
42,break up the bread with your hands into large chunks and scatter onto a baking tray.
42,slice the bacon in half.
42,"arrange the bacon, sausages, mushrooms and tomatoes over the bread."
42,cover with foil and bake for 20 mins.
42,bake for another 10 mins without the foil.
42,crack the eggs on top and bake for 6 mins just until the whites are set.
42,scoop out onto your plates and serve with baked beans and a cup of tea.
43,separate the spring onions into white and green parts.
43,finely slice both and set aside.
43,slice half of the chilli and split the other half lengthways.
43,finely chop the ginger and garlic.
43,cut the pork belly into 3cm chunks and pop into a large saucepan.
43,cover with cold water and bring to a gentle simmer.
43,"cook for 4-5 mins, skimming off any scum that floats to the surface."
43,drain the pork and rinse out the pan.
43,melt the brown sugar in the clean pan over a medium heat.
43,add the pork and roll around in the caramel.
43,"add the star anise, the whites of the spring onion, the ginger and garlic and the halved chilli."
43,cook for 2-3 mins until fragrant.
43,"now add the soy, wine and guinness paste."
43,cover with fresh water (approx 600ml) and braise for 30-40 mins until the pork is just tender.
43,remove the pork and reduce the liquid to a sweet sticky glaze.
43,add the pork back to the pan and toss to coat in the guinness glaze.
43,finely slice the cabbage and cucumber.
43,"steam your bao buns, split in half and stuff full of cabbage, cucumbers, juicy pork belly and top with spring onion and fresh red chilli."
43,get stuck in.
44,bring a saucepan of water to a boil.
44,combine your crispy chilli oil and tahini in a bowl.
44,cut your pak choi into quarters lengthways.
44,"once your water is boiling, add your instant noodle seasoning."
44,"tip in your noodles and pak choi, then simmer for 3 mins."
44,add your tahini chilli mixture to the base of your serving bowl.
44,"add a few ladles of your broth, then mix to combine."
44,"add a little more broth if necessary, then tong in your noodles."
44,"add your pak choi on top, then sprinkle over your sesame seeds and drizzle on your remaining chilli oil."
